Item ID,Item meta,Has NBT,Display Name
52,62,false,Monster Spawner
52,64,false,Monster Spawner
52,65,false,Monster Spawner
52,66,false,Monster Spawner
52,91,false,Monster Spawner
52,92,false,Monster Spawner
52,93,false,Monster Spawner
52,94,false,Monster Spawner
52,95,false,Monster Spawner
52,96,false,Monster Spawner
52,97,false,Monster Spawner
52,98,false,Monster Spawner
52,99,false,Monster Spawner
52,100,false,Monster Spawner
52,120,false,Monster Spawner
52,186,false,Monster Spawner
52,219,false,Monster Spawner
53,0,false,Oak Wood Stairs
54,0,false,Chest
56,0,false,Diamond Ore
57,0,false,Block of Diamond
58,0,false,Crafting Table
60,0,false,Farmland
61,0,false,Furnace
65,0,false,Ladder
66,0,false,Rail
67,0,false,Stone Stairs
69,0,false,Lever
70,0,false,Pressure Plate
72,0,false,Pressure Plate
73,0,false,Redstone Ore
76,0,false,Redstone Torch
77,0,false,Button
78,0,false,Snow
79,0,false,Ice
80,0,false,Snow
81,0,false,Cactus
82,0,false,Clay
84,0,false,Jukebox
85,0,false,Fence
86,0,false,Pumpkin
87,0,false,Netherrack
88,0,false,Soul Sand
89,0,false,Glowstone
90,0,false,Portal
91,0,false,Jack o'Lantern
92,0,false,Cake
95,0,false,Locked chest
96,0,false,Trapdoor
97,0,false,Stone Monster Egg
97,1,false,Cobblestone Monster Egg
97,2,false,Stone Brick Monster Egg
98,0,false,Stone Bricks
98,1,false,Mossy Stone Bricks
98,2,false,Cracked Stone Bricks
98,3,false,Chiseled Stone Bricks
99,0,false,Mushroom
100,0,false,Mushroom
101,0,false,Iron Bars
102,0,false,Glass Pane
103,0,false,Melon
106,0,false,Vines
107,0,false,Fence Gate
108,0,false,Brick Stairs
109,0,false,Stone Brick Stairs
110,0,false,Mycelium
111,0,false,Lily Pad
112,0,false,Nether Brick
113,0,false,Nether Brick Fence
114,0,false,Nether Brick Stairs
116,0,false,Enchantment Table
119,0,false,tile.null.name
120,0,false,End Portal
121,0,false,End Stone
122,0,false,Dragon Egg
123,0,false,Redstone Lamp
125,0,false,Oak Wood Slab
125,1,false,Spruce Wood Slab
125,2,false,Birch Wood Slab
125,3,false,Jungle Wood Slab
125,9,false,Oak Wood Slab
125,10,false,Oak Wood Slab
125,11,false,Oak Wood Slab
126,0,false,Oak Wood Slab
126,1,false,Spruce Wood Slab
126,2,false,Birch Wood Slab
126,3,false,Jungle Wood Slab
127,0,false,Cocoa
128,0,false,Sandstone Stairs
129,0,false,Emerald Ore
130,0,false,Ender Chest
131,0,false,Tripwire Hook
133,0,false,Block of Emerald
134,0,false,Spruce Wood Stairs
135,0,false,Birch Wood Stairs
136,0,false,Jungle Wood Stairs
137,0,false,Command Block
138,0,false,Beacon
139,0,false,Cobblestone Wall
139,1,false,Mossy Cobblestone Wall
143,0,false,Button
145,0,false,Anvil
145,1,false,Slightly Damaged Anvil
145,2,false,Very Damaged Anvil
146,0,false,Trapped Chest
147,0,false,Weighted Pressure Plate (Light)
148,0,false,Weighted Pressure Plate (Heavy)
149,0,false,tile.comparator.name
150,0,false,tile.comparator.name
151,0,false,Daylight Sensor
152,0,false,Block of Redstone
153,0,false,Nether Quartz Ore
154,0,false,Hopper
155,0,false,Block of Quartz
155,1,false,Chiseled Quartz Block
155,2,false,Pillar Quartz Block
156,0,false,Quartz Stairs
157,0,false,Activator Rail
158,0,false,Dropper
159,0,false,White Stained Clay
159,1,false,Orange Stained Clay
159,2,false,Magenta Stained Clay
159,3,false,Light Blue Stained Clay
159,4,false,Yellow Stained Clay
159,5,false,Lime Stained Clay
159,6,false,Pink Stained Clay
159,7,false,Gray Stained Clay
159,8,false,Light Gray Stained Clay
159,9,false,Cyan Stained Clay
159,10,false,Purple Stained Clay
159,11,false,Blue Stained Clay
159,12,false,Brown Stained Clay
159,13,false,Green Stained Clay
159,14,false,Red Stained Clay
159,15,false,Black Stained Clay
160,0,false,Mud
160,1,false,Quicksand
161,0,false,Dried Dirt
162,0,false,Red Rock
162,1,false,Red Rock Cobblestone
162,2,false,Red Rock Bricks
163,0,false,Ash Block
164,0,false,Ash Stone
165,0,false,Hardened Ice
166,0,false,Origin Grass Block
167,0,false,Hardened Sand
168,0,false,Hardened Dirt
169,0,false,Purified Grass Block
169,1,false,Smoldering Grass Block
170,0,false,Hay Bale
171,0,false,Carpet
171,1,false,Orange Carpet
171,2,false,Magenta Carpet
171,3,false,Light Blue Carpet
171,4,false,Yellow Carpet
171,5,false,Lime Carpet
171,6,false,Pink Carpet
171,7,false,Gray Carpet
171,8,false,Light Gray Carpet
171,9,false,Cyan Carpet
171,10,false,Purple Carpet
171,11,false,Blue Carpet
171,12,false,Brown Carpet
171,13,false,Green Carpet
171,14,false,Red Carpet
171,15,false,Black Carpet
172,0,false,Hardened Clay
173,0,false,Block of Coal
174,0,false,Flesh
200,0,false,WyvernLair Dirt
200,1,false,OgreLair Dirt
201,0,false,WyvernLair Grass
201,1,false,OgreLair Grass
202,0,false,WyvernLair Stone
202,1,false,OgreLair Stone
217,0,false,Unraveled Fabric
220,0,false,Eternal Fabric
247,0,false,Heat Sand
248,0,false,Tainted Soil
250,0,false,Skystone
250,1,false,Skystone Cobblestone
250,2,false,Skystone Bricks
250,3,false,Mossy Skystone
251,0,false,Purified Dirt
252,0,false,Long Grass Block
253,0,false,Crag Rock
254,0,false,Red Rock
254,1,false,Red Cobblestone
254,2,false,Red Rock Brick
255,0,false,Cracked Sand
256,0,false,Iron Shovel
257,0,false,Iron Pickaxe
258,0,false,Iron Axe
259,0,false,Flint and Steel
260,0,false,Apple
261,0,false,Bow
262,0,false,Arrow
263,0,false,Coal
263,1,false,Charcoal
264,0,false,Diamond
265,0,false,Iron Ingot
266,0,false,Gold Ingot
267,0,false,Iron Sword
268,0,false,Wooden Sword
269,0,false,Wooden Shovel
270,0,false,Wooden Pickaxe
271,0,false,Wooden Axe
272,0,false,Stone Sword
273,0,false,Stone Shovel
274,0,false,Stone Pickaxe
275,0,false,Stone Axe
276,0,false,Diamond Sword
277,0,false,Diamond Shovel
278,0,false,Diamond Pickaxe
279,0,false,Diamond Axe
280,0,false,Stick
281,0,false,Bowl
282,0,false,Mushroom Stew
283,0,false,Golden Sword
284,0,false,Golden Shovel
285,0,false,Golden Pickaxe
286,0,false,Golden Axe
287,0,false,String
288,0,false,Feather
289,0,false,Gunpowder
290,0,false,Wooden Hoe
291,0,false,Stone Hoe
292,0,false,Iron Hoe
293,0,false,Diamond Hoe
294,0,false,Golden Hoe
295,0,false,Seeds
296,0,false,Wheat
297,0,false,Bread
298,0,false,Leather Cap
299,0,false,Leather Tunic
300,0,false,Leather Pants
301,0,false,Leather Boots
302,0,false,Chain Helmet
303,0,false,Chain Chestplate
304,0,false,Chain Leggings
305,0,false,Chain Boots
306,0,false,Iron Helmet
307,0,false,Iron Chestplate
308,0,false,Iron Leggings
309,0,false,Iron Boots
310,0,false,Diamond Helmet
311,0,false,Diamond Chestplate
312,0,false,Diamond Leggings
313,0,false,Diamond Boots
314,0,false,Golden Helmet
315,0,false,Golden Chestplate
316,0,false,Golden Leggings
317,0,false,Golden Boots
318,0,false,Flint
319,0,false,Raw Porkchop
320,0,false,Cooked Porkchop
321,0,false,Painting
322,0,false,Golden Apple
323,0,false,Sign
324,0,false,Wooden Door
325,0,false,Bucket
326,0,false,Water Bucket
327,0,false,Lava Bucket
328,0,false,Minecart
329,0,false,Saddle
330,0,false,Iron Door
331,0,false,Redstone
332,0,false,Snowball
333,0,false,Boat
334,0,false,Leather
335,0,false,Milk
336,0,false,Brick
337,0,false,Clay
338,0,false,Sugar Canes
339,0,false,Paper
340,0,false,Book
341,0,false,Slimeball
342,0,false,Minecart with Chest
343,0,false,Minecart with Furnace
344,0,false,Egg
345,0,false,Compass
346,0,false,Fishing Rod
347,0,false,Clock
348,0,false,Glowstone Dust
349,0,false,Raw Fish
350,0,false,Cooked Fish
351,0,false,Ink Sac
351,1,false,Rose Red
351,2,false,Cactus Green
351,3,false,Cocoa Beans
351,4,false,Lapis Lazuli
351,5,false,Purple Dye
351,6,false,Cyan Dye
351,7,false,Light Gray Dye
351,8,false,Gray Dye
351,9,false,Pink Dye
351,10,false,Lime Dye
351,11,false,Dandelion Yellow
351,12,false,Light Blue Dye
351,13,false,Magenta Dye
351,14,false,Orange Dye
351,15,false,Bone Meal
352,0,false,Bone
353,0,false,Sugar
354,0,false,Cake
355,0,false,Bed
356,0,false,Redstone Repeater
357,0,false,Cookie
358,0,false,Map #0
359,0,false,Shears
360,0,false,Melon
361,0,false,Pumpkin Seeds
362,0,false,Melon Seeds
363,0,false,Raw Beef
364,0,false,Steak
365,0,false,Raw Chicken
366,0,false,Cooked Chicken
367,0,false,Rotten Flesh
368,0,false,Ender Pearl
369,0,false,Blaze Rod
370,0,false,Ghast Tear
371,0,false,Gold Nugget
372,0,false,Nether Wart
373,0,false,Water Bottle
373,16,false,Awkward Potion
373,32,false,Thick Potion
373,64,false,Mundane Potion
373,8193,false,Potion of Regeneration
373,8194,false,Potion of Swiftness
373,8195,false,Potion of Fire Resistance
373,8196,false,Potion of Poison
373,8197,false,Potion of Healing
373,8198,false,Potion of Night Vision
373,8200,false,Potion of Weakness
373,8201,false,Potion of Strength
373,8202,false,Potion of Slowness
373,8204,false,Potion of Harming
373,8206,false,Potion of Invisibility
373,8225,false,Potion of Regeneration
373,8226,false,Potion of Swiftness
373,8228,false,Potion of Poison
373,8229,false,Potion of Healing
373,8233,false,Potion of Strength
373,8236,false,Potion of Harming
373,8257,false,Potion of Regeneration
373,8258,false,Potion of Swiftness
373,8259,false,Potion of Fire Resistance
373,8260,false,Potion of Poison
373,8262,false,Potion of Night Vision
373,8264,false,Potion of Weakness
373,8265,false,Potion of Strength
373,8266,false,Potion of Slowness
373,8270,false,Potion of Invisibility
373,16384,false,Mundane Potion
373,16385,false,Splash Potion of Regeneration
373,16386,false,Splash Potion of Swiftness
373,16387,false,Splash Potion of Fire Resistance
373,16388,false,Splash Potion of Poison
373,16389,false,Splash Potion of Healing
373,16390,false,Splash Potion of Night Vision
373,16392,false,Splash Potion of Weakness
373,16393,false,Splash Potion of Strength
373,16394,false,Splash Potion of Slowness
373,16396,false,Splash Potion of Harming
373,16398,false,Splash Potion of Invisibility
373,16417,false,Splash Potion of Regeneration
373,16418,false,Splash Potion of Swiftness
373,16420,false,Splash Potion of Poison
373,16421,false,Splash Potion of Healing
373,16425,false,Splash Potion of Strength
373,16428,false,Splash Potion of Harming
373,16449,false,Splash Potion of Regeneration
373,16450,false,Splash Potion of Swiftness
373,16451,false,Splash Potion of Fire Resistance
373,16452,false,Splash Potion of Poison
373,16454,false,Splash Potion of Night Vision
373,16456,false,Splash Potion of Weakness
373,16457,false,Splash Potion of Strength
373,16458,false,Splash Potion of Slowness
373,16462,false,Splash Potion of Invisibility
374,0,false,Glass Bottle
375,0,false,Spider Eye
376,0,false,Fermented Spider Eye
377,0,false,Blaze Powder
378,0,false,Magma Cream
379,0,false,Brewing Stand
380,0,false,Cauldron
381,0,false,Eye of Ender
382,0,false,Glistering Melon
383,50,false,Spawn Creeper
383,51,false,Spawn Skeleton
383,52,false,Spawn Spider
383,54,false,Spawn Zombie
383,55,false,Spawn Slime
383,56,false,Spawn Ghast
383,57,false,Spawn Zombie Pigman
383,58,false,Spawn Enderman
383,59,false,Spawn Cave Spider
383,60,false,Spawn Silverfish
383,61,false,Spawn Blaze
383,62,false,Spawn Magma Cube
383,65,false,Spawn Bat
383,66,false,Spawn Witch
383,90,false,Spawn Pig
383,91,false,Spawn Sheep
383,92,false,Spawn Cow
383,93,false,Spawn Chicken
383,94,false,Spawn Squid
383,95,false,Spawn Wolf
383,96,false,Spawn Mooshroom
383,97,false,Spawn Snow Golem
383,98,false,Spawn Ocelot
383,99,false,Spawn Iron Golem
383,100,false,Spawn Horse
383,120,false,Spawn Villager
383,125,false,Spawn entity.dimdoors.Monolith.name
383,186,false,Spawn Battletower Golem
383,300,false,Spawn Armadillo
383,301,false,Spawn Jungle Spider
383,302,false,Spawn Rosester
383,303,false,Spawn Glob
383,304,false,Spawn Phantom
383,305,false,Spawn Wasp
383,306,false,Spawn Bird
383,307,false,Spawn Pixie
383,308,false,Spawn SandWorm
383,309,false,Spawn Lizard
383,310,false,Spawn Mummy
383,311,false,Spawn Vulture
383,312,false,Spawn Tree Ent
383,313,false,Spawn Mammoth
383,314,false,Spawn Fox
383,315,false,Spawn Boar
383,316,false,Spawn Mimic
383,317,false,Spawn Alligator
383,318,false,Spawn Frog
383,319,false,Spawn Penguin
383,320,false,Spawn Beaver
383,321,false,Spawn Black Bear
383,322,false,Spawn Brown Bear
383,323,false,Spawn Polar Bear
383,324,false,Spawn Ostrich
383,325,false,Spawn Rhino
383,326,false,Spawn Rabbit
383,327,false,Spawn Red Finch
383,328,false,Spawn Green Finch
383,329,false,Spawn Blue Finch
383,330,false,Spawn Gorilla
383,331,false,Spawn Giraffe
383,332,false,Spawn Elephant
383,333,false,Spawn Horse Beige
383,334,false,Spawn Horse Black
383,335,false,Spawn Horse Brown
383,336,false,Spawn Horse Dark Black
383,337,false,Spawn Horse Dark Brown
383,338,false,Spawn Horse Grey
383,339,false,Spawn Horse White
383,340,false,Spawn Eagle
383,341,false,Spawn Horn Bill
383,342,false,Spawn Pelican
383,343,false,Spawn Minotaur
383,344,false,Spawn Haunted Armor
383,345,false,Spawn Centipede
383,7256,false,Spawn Bunny
383,7257,false,Spawn Snake
383,7258,false,Spawn Turtle
383,7260,false,Spawn Mouse
383,7261,false,Spawn Turkey
383,7262,false,Spawn WildHorse
383,7263,false,Spawn HorseMob
383,7264,false,Spawn Ogre
383,7266,false,Spawn Bear
383,7267,false,Spawn Duck
383,7268,false,Spawn BigCat
383,7269,false,Spawn Deer
383,7270,false,Spawn WWolf
383,7271,false,Spawn Wraith
383,7272,false,Spawn FlameWraith
383,7274,false,Spawn Werewolf
383,7275,false,Spawn Shark
383,7276,false,Spawn Dolphin
383,7277,false,Spawn Fishy
383,7278,false,Spawn Kitty
383,7281,false,Spawn Rat
383,7282,false,Spawn HellRat
383,7283,false,Spawn Scorpion
383,7284,false,Spawn Crocodile
383,7285,false,Spawn Ray
383,7286,false,Spawn JellyFish
383,7287,false,Spawn Goat
383,7291,false,Spawn Bee
383,7292,false,Spawn Fly
383,7293,false,Spawn DragonFly
383,7294,false,Spawn Firefly
383,7295,false,Spawn Cricket
383,7296,false,Spawn Snail
383,7297,false,Spawn ButterFly
383,7299,false,Spawn BigGolem
383,7303,false,Spawn KomodoDragon
383,7304,false,Spawn Wyvern
383,7305,false,Spawn Roach
383,7306,false,Spawn Maggot
383,7307,false,Spawn Crab
383,7308,false,Spawn Raccoon
383,7309,false,Spawn MiniGolem
383,7310,false,Spawn SilverSkeleton
383,7311,false,Spawn Ant
383,7312,false,Spawn MediumFish
383,7313,false,Spawn SmallFish
383,7314,false,Spawn Piranha
383,7315,false,Spawn Ent
383,7316,false,Spawn Mole
384,0,false,Bottle o' Enchanting
385,0,false,Fire Charge
386,0,false,Book and Quill
387,0,false,Written Book
388,0,false,Emerald
389,0,false,Item Frame
390,0,false,Flower Pot
391,0,false,Carrot
392,0,false,Potato
393,0,false,Baked Potato
394,0,false,Poisonous Potato
395,0,false,Empty Map
396,0,false,Golden Carrot
397,0,false,Skeleton Skull
397,1,false,Wither Skeleton Skull
397,2,false,Zombie Head
397,3,false,Head
397,4,false,Creeper Head
398,0,false,Carrot on a Stick
399,0,false,Nether Star
400,0,false,Pumpkin Pie
401,0,false,Firework Rocket
402,0,false,Firework Star
403,0,false,Enchanted Book
404,0,false,Redstone Comparator
405,0,false,Nether Brick
406,0,false,Nether Quartz
407,0,false,Minecart with TNT
408,0,false,Minecart with Hopper
417,0,false,Iron Horse Armor
418,0,false,Gold Horse Armor
419,0,false,Diamond Horse Armor
420,0,false,Lead
421,0,false,Name Tag
583,0,false,AND gate
583,1,false,OR gate
583,2,false,NOT gate
583,3,false,RS-Latch
583,4,false,T-Flipflop
583,5,false,NOR gate
583,6,false,NAND gate
583,7,false,XOR gate
583,8,false,XNOR gate
583,9,false,Buffer gate
583,10,false,Multiplexer
583,11,false,Repeater
583,12,false,Timer
583,13,false,Counter
583,14,false,Sequencer
583,15,false,Pulse Former
583,16,false,Randomizer
583,17,false,State Cell
583,18,false,Synchronizer
583,19,false,D-Latch
583,20,false,D-Flipflop
583,21,false,Bundled Latch
583,22,false,Bundled Relay
583,23,false,Bundled Multiplexer
583,24,false,Bundled AND gate
583,25,false,Bundled OR gate
583,26,false,Bundled NOT gate
583,27,false,Bundled XOR gate
583,28,false,Invalid item
583,29,false,Comparator
588,0,false,Editable capsule station
588,1,false,Storage capsule station
588,2,false,Small capsule station
588,3,false,Medium capsule station
588,4,false,Big capsule station
589,0,false,BetterDungeonSpwaner
590,0,false,Banner Holder
591,0,false,Table
592,0,false,Armor Stand
600,0,false,Stalactite
600,1,false,Stalactite
600,2,false,Stalactite
600,3,false,Stalactite
600,4,false,Stalactite
600,5,false,Stalactite
600,6,false,Stalactite
600,7,false,Stalactite
600,8,false,Stalactite
600,9,false,Stalagmite
600,10,false,Stalagmite
600,11,false,Stalagmite
600,12,false,Stalagmite
601,0,false,Sandstone Stalactite
601,1,false,Sandstone Stalactite
601,2,false,Sandstone Stalactite
601,3,false,Sandstone Stalactite
601,4,false,Sandstone Stalactite
601,5,false,Sandstone Stalactite
601,6,false,Sandstone Stalactite
601,7,false,Sandstone Stalactite
601,8,false,Sandstone Stalactite
601,9,false,Sandstone Stalagmite
601,10,false,Sandstone stalagmite
601,11,false,Sandstone stalagmite
601,12,false,Sandstone stalagmite
602,0,false,Glowcap
602,1,false,Glowcap
602,2,false,Glowcap
602,3,false,Glow weed
602,4,false,Glowcap
602,5,false,Glowcap
602,6,false,Iceshroom
602,7,false,Iceshroom
602,8,false,Iceshroom
602,9,false,Iceshroom
603,0,false,Icicle
603,1,false,Icicle
603,2,false,Icicle
604,0,false,Bone pile
700,0,false,WyvernLair Leaves
700,1,false,OgreLair Leaves
701,0,false,WyvernLair Log
701,1,false,OgreLair Log
702,0,false,WyvernLair Tall Grass
702,1,false,OgreLair Tall Grass
703,0,false,WyvernLair Wood Plank
703,1,false,OgreLair Wood Plank
813,0,false,White lumar button
813,1,false,Orange lumar button
813,2,false,Magenta lumar button
813,3,false,Light blue lumar button
813,4,false,Yellow lumar button
813,5,false,Lime lumar button
813,6,false,Pink lumar button
813,7,false,Grey lumar button
813,8,false,Light grey lumar button
813,9,false,Cyan lumar button
813,10,false,Purple lumar button
813,11,false,Blue lumar button
813,12,false,Brown lumar button
813,13,false,Green lumar button
813,14,false,Red lumar button
813,15,false,Black lumar button
813,16,false,White latchable lumar button
813,17,false,Orange latchable lumar button
813,18,false,Magenta latchable lumar button
813,19,false,Light blue latchable lumar button
813,20,false,Yellow latchable lumar button
813,21,false,Lime latchable lumar button
813,22,false,Pink latchable lumar button
813,23,false,Grey latchable lumar button
813,24,false,Light grey latchable lumar button
813,25,false,Cyan latchable lumar button
813,26,false,Purple latchable lumar button
813,27,false,Blue latchable lumar button
813,28,false,Brown latchable lumar button
813,29,false,Green latchable lumar button
813,30,false,Red latchable lumar button
813,31,false,Black latchable lumar button
813,32,false,White self-latching lumar button
813,33,false,Orange self-latching lumar button
813,34,false,Magenta self-latching lumar button
813,35,false,Light blue self-latching lumar button
813,36,false,Yellow self-latching lumar button
813,37,false,Lime self-latching lumar button
813,38,false,Pink self-latching lumar button
813,39,false,Grey self-latching lumar button
813,40,false,Light grey self-latching lumar button
813,41,false,Cyan self-latching lumar button
813,42,false,Purple self-latching lumar button
813,43,false,Blue self-latching lumar button
813,44,false,Brown self-latching lumar button
813,45,false,Green self-latching lumar button
813,46,false,Red self-latching lumar button
813,47,false,Black self-latching lumar button
813,256,false,White lumar plate
813,257,false,Orange lumar plate
813,258,false,Magenta lumar plate
813,259,false,Light blue lumar plate
813,260,false,Yellow lumar plate
813,261,false,Lime lumar plate
813,262,false,Pink lumar plate
813,263,false,Grey lumar plate
813,264,false,Light grey lumar plate
813,265,false,Cyan lumar plate
813,266,false,Purple lumar plate
813,267,false,Blue lumar plate
813,268,false,Brown lumar plate
813,269,false,Green lumar plate
813,270,false,Red lumar plate
813,271,false,Black lumar plate
813,272,false,White latchable lumar plate
813,273,false,Orange latchable lumar plate
813,274,false,Magenta latchable lumar plate
813,275,false,Light blue latchable lumar plate
813,276,false,Yellow latchable lumar plate
813,277,false,Lime latchable lumar plate
813,278,false,Pink latchable lumar plate
813,279,false,Grey latchable lumar plate
813,280,false,Light grey latchable lumar plate
813,281,false,Cyan latchable lumar plate
813,282,false,Purple latchable lumar plate
813,283,false,Blue latchable lumar plate
813,284,false,Brown latchable lumar plate
813,285,false,Green latchable lumar plate
813,286,false,Red latchable lumar plate
813,287,false,Black latchable lumar plate
813,288,false,White self-latching lumar plate
813,289,false,Orange self-latching lumar plate
813,290,false,Magenta self-latching lumar plate
813,291,false,Light blue self-latching lumar plate
813,292,false,Yellow self-latching lumar plate
813,293,false,Lime self-latching lumar plate
813,294,false,Pink self-latching lumar plate
813,295,false,Grey self-latching lumar plate
813,296,false,Light grey self-latching lumar plate
813,297,false,Cyan self-latching lumar plate
813,298,false,Purple self-latching lumar plate
813,299,false,Blue self-latching lumar plate
813,300,false,Brown self-latching lumar plate
813,301,false,Green self-latching lumar plate
813,302,false,Red self-latching lumar plate
813,303,false,Black self-latching lumar plate
882,0,false,White indicator lamp
882,1,false,Orange indicator lamp
882,2,false,Magenta indicator lamp
882,3,false,Light blue indicator lamp
882,4,false,Yellow indicator lamp
882,5,false,Lime indicator lamp
882,6,false,Pink indicator lamp
882,7,false,Grey indicator lamp
882,8,false,Light grey indicator lamp
882,9,false,Cyan indicator lamp
882,10,false,Purple indicator lamp
882,11,false,Blue indicator lamp
882,12,false,Brown indicator lamp
882,13,false,Green indicator lamp
882,14,false,Red indicator lamp
882,15,false,Black indicator lamp
1193,64,false,White cage lamp
1193,65,false,Orange cage lamp
1193,66,false,Magenta cage lamp
1193,67,false,Light blue cage lamp
1193,68,false,Yellow cage lamp
1193,69,false,Lime cage lamp
1193,70,false,Pink cage lamp
1193,71,false,Grey cage lamp
1193,72,false,Light grey cage lamp
1193,73,false,Cyan cage lamp
1193,74,false,Purple cage lamp
1193,75,false,Blue cage lamp
1193,76,false,Brown cage lamp
1193,77,false,Green cage lamp
1193,78,false,Red cage lamp
1193,79,false,Black cage lamp
1193,80,false,White decorative cage lamp
1193,81,false,Orange decorative cage lamp
1193,82,false,Magenta decorative cage lamp
1193,83,false,Light blue decorative cage lamp
1193,84,false,Yellow decorative cage lamp
1193,85,false,Lime decorative cage lamp
1193,86,false,Pink decorative cage lamp
1193,87,false,Grey decorative cage lamp
1193,88,false,Light grey decorative cage lamp
1193,89,false,Cyan decorative cage lamp
1193,90,false,Purple decorative cage lamp
1193,91,false,Blue decorative cage lamp
1193,92,false,Brown decorative cage lamp
1193,93,false,Green decorative cage lamp
1193,94,false,Red decorative cage lamp
1193,95,false,Black decorative cage lamp
1193,96,false,White indicator cage lamp
1193,97,false,Orange indicator cage lamp
1193,98,false,Magenta indicator cage lamp
1193,99,false,Light blue indicator cage lamp
1193,100,false,Yellow indicator cage lamp
1193,101,false,Lime indicator cage lamp
1193,102,false,Pink indicator cage lamp
1193,103,false,Grey indicator cage lamp
1193,104,false,Light grey indicator cage lamp
1193,105,false,Cyan indicator cage lamp
1193,106,false,Purple indicator cage lamp
1193,107,false,Blue indicator cage lamp
1193,108,false,Brown indicator cage lamp
1193,109,false,Green indicator cage lamp
1193,110,false,Red indicator cage lamp
1193,111,false,Black indicator cage lamp
1193,128,false,White flat lamp
1193,129,false,Orange flat lamp
1193,130,false,Magenta flat lamp
1193,131,false,Light blue flat lamp
1193,132,false,Yellow flat lamp
1193,133,false,Lime flat lamp
1193,134,false,Pink flat lamp
1193,135,false,Grey flat lamp
1193,136,false,Light grey flat lamp
1193,137,false,Cyan flat lamp
1193,138,false,Purple flat lamp
1193,139,false,Blue flat lamp
1193,140,false,Brown flat lamp
1193,141,false,Green flat lamp
1193,142,false,Red flat lamp
1193,143,false,Black flat lamp
1193,144,false,White decorative flat lamp
1193,145,false,Orange decorative flat lamp
1193,146,false,Magenta decorative flat lamp
1193,147,false,Light blue decorative flat lamp
1193,148,false,Yellow decorative flat lamp
1193,149,false,Lime decorative flat lamp
1193,150,false,Pink decorative flat lamp
1193,151,false,Grey decorative flat lamp
1193,152,false,Light grey decorative flat lamp
1193,153,false,Cyan decorative flat lamp
1193,154,false,Purple decorative flat lamp
1193,155,false,Blue decorative flat lamp
1193,156,false,Brown decorative flat lamp
1193,157,false,Green decorative flat lamp
1193,158,false,Red decorative flat lamp
1193,159,false,Black decorative flat lamp
